,origin,predict
2000/3/1,1704.85498,1629.5798194480276
2000/3/2,1713.0140379999998,1637.951185616395
2000/3/3,1738.0209960000002,1646.1594048908073
2000/3/6,1681.084961,1656.5775264427075
2000/3/7,1694.7979739999998,1657.225117408317
2000/3/8,1726.032959,1660.595709525557
2000/3/9,1732.3459469999998,1668.0627649522587
2000/3/10,1705.04895,1674.9187198091217
2000/3/13,1728.886963,1676.7109130437343
2000/3/14,1685.347046,1681.9303266446254
2000/3/15,1681.4709469999998,1680.1183740878218
2000/3/16,1607.5269779999999,1678.6699627768512
2000/3/17,1658.600952,1667.461733309054
2000/3/20,1699.2480469999998,1666.32856267856
2000/3/21,1710.323975,1670.6002858764232
2000/3/22,1720.4460450000001,1674.7360407116216
2000/3/23,1747.2409670000002,1678.908815886098
2000/3/24,1730.499023,1685.6552238494332
2000/3/27,1775.91394,1688.4230430805164
2000/3/28,1791.44104,1697.1629471049264
2000/3/29,1788.807007,1706.1678985890742
2000/3/30,1810.984009,1713.091156271332
2000/3/31,1800.2249760000004,1722.1304783772225
2000/4/3,1801.003052,1728.1983315328935
2000/4/4,1760.692017,1733.7817406169097
2000/4/5,1771.198975,1733.224012928852
2000/4/6,1809.140991,1735.1348378028274
2000/4/7,1819.8959960000002,1742.3797711938619
2000/4/10,1826.0610350000002,1749.615014189339
2000/4/11,1821.17395,1756.3027498358226
2000/4/12,1807.328003,1761.1349261454943
2000/4/13,1831.547974,1763.3943781408902
2000/4/14,1833.665039,1769.0316900501946
2000/4/17,1795.057983,1773.954259580925
2000/4/18,1813.494995,1772.6846663504746
2000/4/19,1828.709961,1774.803001960566
2000/4/20,1847.026978,1778.7428291105882
2000/4/21,1841.0639649999998,1784.4080766133352
2000/4/24,1837.397949,1788.001926359472
2000/4/25,1833.468994,1790.4919794866482
2000/4/26,1832.7790530000002,1792.1394224376222
2000/4/27,1806.8299559999996,1793.579051827619
2000/4/28,1836.3210449999997,1791.2682710182548
2000/5/8,1836.636963,1793.8771829034397
2000/5/9,1806.637939,1795.8696190775004
2000/5/10,1752.6889649999998,1793.2086213161942
2000/5/11,1724.0479739999998,1783.7680562692549
2000/5/12,1720.608032,1772.6934482714485
2000/5/15,1704.587036,1763.5620674077627
2000/5/16,1724.537964,1753.7502390810305
2000/5/17,1725.397949,1748.291139602524
2000/5/18,1758.5369870000002,1743.2369926696156
2000/5/19,1777.828003,1743.0852017079546
2000/5/22,1824.7359620000002,1744.732190421637
2000/5/23,1832.074951,1751.8631102524414
2000/5/24,1855.4930420000003,1757.8459453283392
2000/5/25,1880.703979,1765.6879736393835
2000/5/26,1879.616943,1775.4661884065258
2000/5/29,1898.748047,1783.2977692598597
2000/5/30,1877.4709469999998,1792.7752032336462
2000/5/31,1894.553955,1797.9377614668529
2000/6/1,1903.488037,1805.3523524863572
2000/6/2,1916.25,1813.1913525487898
2000/6/5,1899.092041,1821.846389905857
2000/6/6,1925.543945,1826.9032622625157
2000/6/7,1935.031006,1835.379027301771
2000/6/8,1925.206055,1843.887648838463
2000/6/9,1900.7869870000002,1849.7236895629094
2000/6/12,1912.5570069999999,1851.5312511592263
2000/6/13,1938.67395,1855.3058873474808
2000/6/14,1932.290039,1862.326124691528
2000/6/15,1942.285034,1867.1056851815715
2000/6/16,1926.94397,1872.5600908747297
2000/6/19,1915.2049559999998,1874.9424140575452
2000/6/20,1895.348022,1875.5381462656796
