,origin,predict
2017/5/16,3112.9641110000002,3137.9256591446174
2017/5/17,3104.441895,3136.867891904555
2017/5/18,3090.138916,3134.4558918853445
2017/5/19,3090.631104,3130.2693381796853
2017/5/22,3075.6760250000007,3126.71856527005
2017/5/23,3061.947021,3121.72876862014
2017/5/24,3064.075928,3115.696043148365
2017/5/25,3107.8310550000006,3110.9011142966165
2017/5/26,3110.0590820000007,3112.594813745134
2017/5/31,3117.177979,3114.1375550003586
2017/6/1,3102.623047,3116.1955527568625
2017/6/2,3105.5400390000004,3115.981304167585
2017/6/5,3091.656006,3116.2764069947943
2017/6/6,3102.1259770000006,3114.8478307122305
2017/6/7,3140.3249510000005,3115.1838148956977
2017/6/8,3150.333984,3120.6370849956265
2017/6/9,3158.399902,3126.5673042518956
2017/6/12,3139.876953,3132.64878452632
2017/6/13,3153.7429200000006,3135.4917043229734
2017/6/14,3130.674072,3139.9930444718175
2017/6/15,3132.486084,3141.0732207516066
2017/6/16,3123.166016,3142.526780085217
2017/6/19,3144.3740230000003,3142.827182347497
2017/6/20,3140.013916,3146.0852750288122
2017/6/21,3156.2119140000004,3148.3812931261946
2017/6/22,3147.452881,3152.5059191477458
2017/6/23,3157.873047,3154.899598262855
2017/6/26,3185.4440920000006,3158.3620977254595
2017/6/27,3191.197021,3165.0081949535324
2017/6/28,3173.200928,3171.4255079989925
2017/6/29,3188.0629879999997,3174.562773560702
2017/6/30,3192.4270020000004,3179.367089983146
2017/7/3,3195.912109,3184.2413589485195
2017/7/4,3182.8039550000003,3189.0070652011646
2017/7/5,3207.1340330000003,3191.5241454472007
2017/7/6,3212.4440920000006,3197.061600858534
2017/7/7,3217.957031,3202.632972654319
2017/7/10,3212.6320800000003,3208.1931399302402
2017/7/11,3203.0380860000005,3212.3690947657587
2017/7/12,3197.5439450000003,3214.852864277066
2017/7/13,3218.1630860000005,3216.4714631600136
2017/7/14,3222.4169920000004,3220.745684662981
2017/7/17,3176.465088,3225.04594910401
2017/7/18,3187.566895,3222.756441741142
2017/7/19,3230.976074,3222.41379541073
2017/7/20,3244.86499,3227.941106189215
2017/7/21,3237.9819340000004,3234.3684124550928
2017/7/24,3250.599121,3238.793137914062
2017/7/25,3243.6889650000003,3244.1953820248837
2017/7/26,3247.6750490000004,3247.991291659636
2017/7/27,3249.781006,3251.87078095607
2017/7/28,3253.23999,3255.626566296717
2017/7/31,3273.0280760000005,3259.4368601123742
2017/8/1,3292.637939,3265.4005415158026
2017/8/2,3285.056885,3273.1327201084578
2017/8/3,3272.9289550000003,3278.8211337130842
2017/8/4,3262.0810550000006,3282.249413966377
2017/8/7,3279.457031,3284.0251789522717
2017/8/8,3281.873047,3288.0607744646386
2017/8/9,3275.5729980000006,3292.010216304003
2017/8/10,3261.7490230000003,3294.6662931613146
2017/8/11,3208.541016,3295.2660377988595
2017/8/14,3237.3601070000004,3289.04056430295
2017/8/15,3251.261963,3287.647721354004
2017/8/16,3246.450928,3288.356180116708
2017/8/17,3268.429932,3288.16494621688
2017/8/18,3268.724121,3290.6594660107585
2017/8/21,3286.906006,3292.6608355182234
2017/8/22,3290.226074,3296.5530434588272
2017/8/23,3287.705078,3300.211319194177
2017/8/24,3271.511963,3302.9567293855343
2017/8/25,3331.521973,3303.2598570715645
